schemaVersion,stableId,definitionKind,unitSemantic,authoringFamily,beforeUnitGrams,proposedUnitGrams,massFormula,producerIds,consumerIds,recipeInputAndOutputGrams,packageTareDisposition,maxStackMass,warehouseAndBufferImpact,ordinaryHaulBatch,ewuAndPriceImpact,sourceDigest,proposalReason,reviewDisposition
v27.mass.family-proposal.3,apparel:contract-sash,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,150,150,apparel-shape-textile(mass:apparel-item:apparel:contract-sash:authority:v1),recipe:v22:apparel:contract-sash,,recipe:v22:apparel:contract-sash:output:output:recipe:v22:apparel:contract-sash/000/main/apparel:contract-sash:role=Main:qty=1:probability=1:before=150g:proposed=150g,None:0g:none,units=1;before=150g;proposed=150g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=150;band=single-unit,OPEN:not-captured;authoredUnitPrice=19;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:contract-sash:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,apparel:daily-robe,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,850,850,apparel-shape-textile(mass:apparel-item:apparel:daily-robe:authority:v1),recipe:v22:apparel:daily-robe,,recipe:v22:apparel:daily-robe:output:output:recipe:v22:apparel:daily-robe/000/main/apparel:daily-robe:role=Main:qty=1:probability=1:before=850g:proposed=850g,None:0g:none,units=1;before=850g;proposed=850g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=850;band=single-unit,OPEN:not-captured;authoredUnitPrice=19;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:daily-robe:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,apparel:envoy-coat,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,900,900,apparel-shape-textile(mass:apparel-item:apparel:envoy-coat:authority:v1),recipe:v22:apparel:envoy-coat,,recipe:v22:apparel:envoy-coat:output:output:recipe:v22:apparel:envoy-coat/000/main/apparel:envoy-coat:role=Main:qty=1:probability=1:before=900g:proposed=900g,None:0g:none,units=1;before=900g;proposed=900g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=900;band=single-unit,OPEN:not-captured;authoredUnitPrice=25;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:envoy-coat:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,apparel:farmer-workwear,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,1000,1000,apparel-shape-textile(mass:apparel-item:apparel:farmer-workwear:authority:v1),recipe:v22:apparel:farmer-workwear,,recipe:v22:apparel:farmer-workwear:output:output:recipe:v22:apparel:farmer-workwear/000/main/apparel:farmer-workwear:role=Main:qty=1:probability=1:before=1000g:proposed=1000g,None:0g:none,units=1;before=1000g;proposed=1000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=1000;band=single-unit,OPEN:not-captured;authoredUnitPrice=19;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:farmer-workwear:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,apparel:festival-vest,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,480,480,apparel-shape-textile(mass:apparel-item:apparel:festival-vest:authority:v1),recipe:v22:apparel:festival-vest,,recipe:v22:apparel:festival-vest:output:output:recipe:v22:apparel:festival-vest/000/main/apparel:festival-vest:role=Main:qty=1:probability=1:before=480g:proposed=480g,None:0g:none,units=1;before=480g;proposed=480g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=480;band=single-unit,OPEN:not-captured;authoredUnitPrice=19;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:festival-vest:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,apparel:footwraps,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,100,100,apparel-shape-textile(mass:apparel-item:apparel:footwraps:authority:v1),recipe:v22:apparel:footwraps,,recipe:v22:apparel:footwraps:output:output:recipe:v22:apparel:footwraps/000/main/apparel:footwraps:role=Main:qty=1:probability=1:before=100g:proposed=100g,None:0g:none,units=1;before=100g;proposed=100g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=100;band=single-unit,OPEN:not-captured;authoredUnitPrice=19;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:footwraps:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,apparel:formal-coat,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,820,820,apparel-shape-textile(mass:apparel-item:apparel:formal-coat:authority:v1),recipe:v22:apparel:formal-coat,,recipe:v22:apparel:formal-coat:output:output:recipe:v22:apparel:formal-coat/000/main/apparel:formal-coat:role=Main:qty=1:probability=1:before=820g:proposed=820g,None:0g:none,units=1;before=820g;proposed=820g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=820;band=single-unit,OPEN:not-captured;authoredUnitPrice=25;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:formal-coat:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,apparel:gloves,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,250,250,apparel-shape-textile(mass:apparel-item:apparel:gloves:authority:v1),recipe:v22:apparel:gloves,,recipe:v22:apparel:gloves:output:output:recipe:v22:apparel:gloves/000/main/apparel:gloves:role=Main:qty=1:probability=1:before=250g:proposed=250g,None:0g:none,units=1;before=250g;proposed=250g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=250;band=single-unit,OPEN:not-captured;authoredUnitPrice=19;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:gloves:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,apparel:golem-functional-lining,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,700,700,apparel-shape-textile(mass:apparel-item:apparel:golem-functional-lining:authority:v1),recipe:v22:apparel:golem-functional-lining,,recipe:v22:apparel:golem-functional-lining:output:output:recipe:v22:apparel:golem-functional-lining/000/main/apparel:golem-functional-lining:role=Main:qty=1:probability=1:before=700g:proposed=700g,None:0g:none,units=1;before=700g;proposed=700g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=700;band=single-unit,OPEN:not-captured;authoredUnitPrice=19;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:golem-functional-lining:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,apparel:hat,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,200,200,apparel-shape-textile(mass:apparel-item:apparel:hat:authority:v1),recipe:v22:apparel:hat,,recipe:v22:apparel:hat:output:output:recipe:v22:apparel:hat/000/main/apparel:hat:role=Main:qty=1:probability=1:before=200g:proposed=200g,None:0g:none,units=1;before=200g;proposed=200g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=200;band=single-unit,OPEN:not-captured;authoredUnitPrice=19;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:hat:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,apparel:heat-work-suit,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,1350,1350,apparel-shape-textile(mass:apparel-item:apparel:heat-work-suit:authority:v1),recipe:v22:apparel:heat-work-suit,,recipe:v22:apparel:heat-work-suit:output:output:recipe:v22:apparel:heat-work-suit/000/main/apparel:heat-work-suit:role=Main:qty=1:probability=1:before=1350g:proposed=1350g,None:0g:none,units=1;before=1350g;proposed=1350g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=1350;band=single-unit,OPEN:not-captured;authoredUnitPrice=25;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:heat-work-suit:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,apparel:hooded-robe,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,1000,1000,apparel-shape-textile(mass:apparel-item:apparel:hooded-robe:authority:v1),recipe:v22:apparel:hooded-robe,,recipe:v22:apparel:hooded-robe:output:output:recipe:v22:apparel:hooded-robe/000/main/apparel:hooded-robe:role=Main:qty=1:probability=1:before=1000g:proposed=1000g,None:0g:none,units=1;before=1000g;proposed=1000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=1000;band=single-unit,OPEN:not-captured;authoredUnitPrice=25;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:hooded-robe:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,apparel:horn-ring,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,100,100,apparel-shape-textile(mass:apparel-item:apparel:horn-ring:authority:v1),recipe:v22:apparel:horn-ring,,recipe:v22:apparel:horn-ring:output:output:recipe:v22:apparel:horn-ring/000/main/apparel:horn-ring:role=Main:qty=1:probability=1:before=100g:proposed=100g,None:0g:none,units=1;before=100g;proposed=100g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=100;band=single-unit,OPEN:not-captured;authoredUnitPrice=13;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:horn-ring:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,apparel:keeper-coat,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,1150,1150,apparel-shape-textile(mass:apparel-item:apparel:keeper-coat:authority:v1),recipe:v22:apparel:keeper-coat,,recipe:v22:apparel:keeper-coat:output:output:recipe:v22:apparel:keeper-coat/000/main/apparel:keeper-coat:role=Main:qty=1:probability=1:before=1150g:proposed=1150g,None:0g:none,units=1;before=1150g;proposed=1150g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=1150;band=single-unit,OPEN:not-captured;authoredUnitPrice=25;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:keeper-coat:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,apparel:loincloth-underwear,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,160,160,apparel-shape-textile(mass:apparel-item:apparel:loincloth-underwear:authority:v1),recipe:v22:apparel:loincloth-underwear,,recipe:v22:apparel:loincloth-underwear:output:output:recipe:v22:apparel:loincloth-underwear/000/main/apparel:loincloth-underwear:role=Main:qty=1:probability=1:before=160g:proposed=160g,None:0g:none,units=1;before=160g;proposed=160g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=160;band=single-unit,OPEN:not-captured;authoredUnitPrice=19;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:loincloth-underwear:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,apparel:long-underpants,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,350,350,apparel-shape-textile(mass:apparel-item:apparel:long-underpants:authority:v1),recipe:v22:apparel:long-underpants,,recipe:v22:apparel:long-underpants:output:output:recipe:v22:apparel:long-underpants/000/main/apparel:long-underpants:role=Main:qty=1:probability=1:before=350g:proposed=350g,None:0g:none,units=1;before=350g;proposed=350g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=350;band=single-unit,OPEN:not-captured;authoredUnitPrice=19;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:long-underpants:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,apparel:lower-underwear,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,180,180,apparel-shape-textile(mass:apparel-item:apparel:lower-underwear:authority:v1),recipe:v22:apparel:lower-underwear,,recipe:v22:apparel:lower-underwear:output:output:recipe:v22:apparel:lower-underwear/000/main/apparel:lower-underwear:role=Main:qty=1:probability=1:before=180g:proposed=180g,None:0g:none,units=1;before=180g;proposed=180g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=180;band=single-unit,OPEN:not-captured;authoredUnitPrice=19;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:lower-underwear:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,apparel:miner-workwear,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,1250,1250,apparel-shape-textile(mass:apparel-item:apparel:miner-workwear:authority:v1),recipe:v22:apparel:miner-workwear,,recipe:v22:apparel:miner-workwear:output:output:recipe:v22:apparel:miner-workwear/000/main/apparel:miner-workwear:role=Main:qty=1:probability=1:before=1250g:proposed=1250g,None:0g:none,units=1;before=1250g;proposed=1250g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=1250;band=single-unit,OPEN:not-captured;authoredUnitPrice=25;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:miner-workwear:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,apparel:mourning-clothes,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,850,850,apparel-shape-textile(mass:apparel-item:apparel:mourning-clothes:authority:v1),recipe:v22:apparel:mourning-clothes,,recipe:v22:apparel:mourning-clothes:output:output:recipe:v22:apparel:mourning-clothes/000/main/apparel:mourning-clothes:role=Main:qty=1:probability=1:before=850g:proposed=850g,None:0g:none,units=1;before=850g;proposed=850g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=850;band=single-unit,OPEN:not-captured;authoredUnitPrice=19;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:mourning-clothes:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,apparel:raincoat,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,1100,1100,apparel-shape-textile(mass:apparel-item:apparel:raincoat:authority:v1),recipe:v22:apparel:raincoat,,recipe:v22:apparel:raincoat:output:output:recipe:v22:apparel:raincoat/000/main/apparel:raincoat:role=Main:qty=1:probability=1:before=1100g:proposed=1100g,None:0g:none,units=1;before=1100g;proposed=1100g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=1100;band=single-unit,OPEN:not-captured;authoredUnitPrice=25;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:raincoat:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,apparel:ritual-robe,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,950,950,apparel-shape-textile(mass:apparel-item:apparel:ritual-robe:authority:v1),recipe:v22:apparel:ritual-robe,,recipe:v22:apparel:ritual-robe:output:output:recipe:v22:apparel:ritual-robe/000/main/apparel:ritual-robe:role=Main:qty=1:probability=1:before=950g:proposed=950g,None:0g:none,units=1;before=950g;proposed=950g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=950;band=single-unit,OPEN:not-captured;authoredUnitPrice=25;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:ritual-robe:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,apparel:scarf,ItemDefinitionSO,ApparelPiece:1 complete apparel item,ApparelPiece/ApparelShapeAndTextile,180,180,apparel-shape-textile(mass:apparel-item:apparel:scarf:authority:v1),recipe:v22:apparel:scarf,,recipe:v22:apparel:scarf:output:output:recipe:v22:apparel:scarf/000/main/apparel:scarf:role=Main:qty=1:probability=1:before=180g:proposed=180g,None:0g:none,units=1;before=180g;proposed=180g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=180;band=single-unit,OPEN:not-captured;authoredUnitPrice=19;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:apparel-item:apparel:scarf:authority:v1; unit=1 complete apparel item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
