schemaVersion,stableId,impactDomain,consumerKind,consumerStableId,metric,before,after,deltaStatus,rootCauseIds,formula
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1018,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1018,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1018,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1025,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1025,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1025,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1028,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1028,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1028,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1032,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1032,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1032,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1033,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1033,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1033,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1034,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1034,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1034,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1036,capacity-grams,13500,13500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1036,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1036,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1037,capacity-grams,27000,27000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1037,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1037,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1050,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1050,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1050,units-fit,277,277,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1051,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1051,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1051,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1052,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1052,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1052,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1053,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1053,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1053,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1054,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1054,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1054,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1055,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1055,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1055,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1056,capacity-grams,15000,15000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1056,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1056,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1062,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1062,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1062,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1802,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1802,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1802,units-fit,277,277,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1803,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1803,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:1803,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:9508,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:9508,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-iron,warehouse,BuildingStorageAbility,building:9508,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-rune,ewu,V27EmbeddedWorkValueCalculator,ammo:arrow-rune,acquisition-mewu,97074,97074,unchanged,,current/proposed immutable mass counterfactual
v27.mass.coupling.1,ammo:arrow-rune,ewu,V27EmbeddedWorkValueCalculator,ammo:arrow-rune,recoverable-mewu,67468,67468,unchanged,,floor(acquisition * salvage retention)
v27.mass.coupling.1,ammo:arrow-rune,facility-output,BuildingProductionBufferAbility,building:1082|recipe:arrow-rune|output:recipe:arrow-rune/000/main/ammo:arrow-rune,maximum-line-grams,640,640,unchanged,,maximum-output-factor ceil(quantity) * immutable definition unit grams
v27.mass.coupling.1,ammo:arrow-rune,facility-output-buffer,BuildingProductionBufferAbility,building:1082|recipe:arrow-rune,required-capacity-grams,2560,2560,unchanged,,projector maximum-factor physical batch grams * authored 2-4 cycle capacity
v27.mass.coupling.1,ammo:arrow-rune,haul,ordinary-haul,nominal-25kg,target-max-units,75,75,unchanged,,"floor(class maximum grams/unit), capped by max stack"
v27.mass.coupling.1,ammo:arrow-rune,haul,ordinary-haul,nominal-25kg,target-min-units,75,75,unchanged,,"ceil(class minimum grams/unit), capped by max stack"
v27.mass.coupling.1,ammo:arrow-rune,market,V27 market projection,ammo:arrow-rune,sale-rate,0.58832323551177979,0.58832323551177979,unchanged,,maximum nonnegative float whose sale credit does not exceed floor target
v27.mass.coupling.1,ammo:arrow-rune,market,V27 market projection,ammo:arrow-rune,unit-price-gold,33,33,unchanged,,"ceil(acquisition/3000), appraised=floor(sale-credit/3000)"
v27.mass.coupling.1,ammo:arrow-rune,mass,ItemDefinitionSO,ammo:arrow-rune,unit-grams,80,80,unchanged,,ItemDefinitionSO.UnitWeight/canonical semantic
v27.mass.coupling.1,ammo:arrow-rune,stack,ItemDefinitionSO,ammo:arrow-rune,max-stack-mass-grams,6000,6000,unchanged,,unit grams * ItemDefinitionSO.MaxStack
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1009,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1009,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1009,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1015,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1015,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1015,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1018,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1018,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1018,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1025,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1025,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1025,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1028,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1028,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1028,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1032,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1032,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1032,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1033,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1033,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1033,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1034,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1034,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1034,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1036,capacity-grams,13500,13500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1036,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1036,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1037,capacity-grams,27000,27000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1037,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1037,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1050,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1050,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1050,units-fit,312,312,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1051,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1051,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1051,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1052,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1052,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1052,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1053,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1053,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1053,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1054,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1054,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,ammo:arrow-rune,warehouse,BuildingStorageAbility,building:1054,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
