type,kind,definition_path,definition_line,inventory_scope,domain_group,domain_group_name,classification,classification_reason,coverage_disposition,coverage_reason,intended_ledger_status,integration_status,integration_reason,producer_count,producer_sites,publish_count,subscriber_count,participant_member_candidates,metric_member_candidates,current_transaction_boundary,joint_commit_feasibility,outcome_save_owner,domain_state_save_owner_candidates,ui_paths,query_paths,narrative_paths
PhysicalItemSourcePublicationReceipt,struct,Assets/Scripts/Services/Items/PhysicalItemSourcePublicationService.cs,5,pre-existing-runtime-candidate,5,거래·재고·재정·서비스·손님,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"PhysicalItemSourcePublicationReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Items/PhysicalItemSourcePublicationService.cs:195:PhysicalItemSourcePublicationService.PhysicalItemSourcePublicationService,0,0,,outputMassGrams | outputQuantity,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,FacilityShopSaveSection | OperatingDaySettlementSaveSection | PhysicalItemsSaveSection | RegularCustomerSaveSection | TreasuryEconomySaveSection | WorldResourceSaveSection,,Assets/Scripts/Services/Items/PhysicalItemSourcePublicationService.cs | Assets/Scripts/Services/Offense/MemoryErasureSealBossAwardService.cs | Assets/Scripts/Services/Offense/OffensePreparationService.cs,
PhysicalItemTransformReceipt,struct,Assets/Scripts/Services/Items/PhysicalItemTransformService.cs,60,pre-existing-runtime-candidate,5,거래·재고·재정·서비스·손님,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"PhysicalItemTransformReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Items/PhysicalItemTransformService.cs:443:PhysicalItemTransformService.PhysicalItemTransformService,0,0,sourceStackIds,inputMassGrams | inputQuantity | outputMassGrams | outputQuantity,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,FacilityShopSaveSection | OperatingDaySettlementSaveSection | PhysicalItemsSaveSection | RegularCustomerSaveSection | TreasuryEconomySaveSection | WorldResourceSaveSection,,Assets/Scripts/Services/Infrastructure/Exterior/ExteriorIncidentHandlers.cs | Assets/Scripts/Services/Items/PhysicalItemTransformService.cs,
PhysicalMealConsumedEvent,struct,Assets/Scripts/Models/Economy/Core/CharacterConsumableModels.cs,254,pre-existing-runtime-candidate,4,관계·욕구·기분·생애·가족,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"PhysicalMealConsumedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Survival/CharacterConsumablesApplicationAdapters.cs:1210:CharacterConsumablesApplicationPorts.Dictionary,1,3,actor | facility,,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,,Assets/Scripts/Models/Economy/Core/CharacterConsumableModels.cs | Assets/Scripts/Services/Character/PopulationHealthRuntime.cs | Assets/Scripts/Services/Run/V20CampaignApplicationAdapter.cs | Assets/Scripts/Services/Survival/CharacterConsumablesApplicationAdapters.cs | Assets/Scripts/Services/Survival/SurvivalFoodRuntime.cs,
PopulationDiseaseExposureOutcomeReceipt,struct,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeReceipts.cs,287,phase80-implementation-infrastructure,-1,Phase80 구현 인프라(기존 생산자 아님),NonResult,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,N/A,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,infrastructure,new-phase80-infrastructure,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,2,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeReceiptFactory.cs:724:EnvironmentOutcomeReceiptFactory.CreateDiseaseExposure | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeReceiptFactory.cs:803:EnvironmentOutcomeReceiptFactory.GameplayOperationId,0,0,,,N/A: excluded non-result signal/detail,N/A,none-found: receipt/event is not persisted as a GameplayOutcome,,,Assets/Scripts/Services/Character/PopulationHealthRuntime.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeAdapters.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeReceiptFactory.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeReceipts.cs
PopulationDiseaseRouteExposureEvent,struct,Assets/Scripts/Models/Species/Core/PopulationHealthDomain.cs,115,pre-existing-runtime-candidate,7,환경·농업·야생동물·질병·재난,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"PopulationDiseaseRouteExposureEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Infrastructure/Rooms/RoomEnvironmentExperienceAdapter.cs:406:RoomEnvironmentExperienceService.RoomEnvironmentExperienceService | Assets/Scripts/Services/Wildlife/WildlifeDiseaseVectorRuntime.cs:57:WildlifeDiseaseVectorRuntime.WildlifeDiseaseVectorRuntime,2,1,characterId | sourceId | sourceKind,exposureHours,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterEnvironmentSaveSection | CropEcologySaveSection | CropPlotSaveSection | EnvironmentalFieldSaveSection | EnvironmentalFireSaveSection | PopulationHealthSaveSection | WildlifeSaveSection,,Assets/Scripts/Models/Species/Core/PopulationHealthDomain.cs | Assets/Scripts/Services/Character/PopulationHealthRuntime.cs | Assets/Scripts/Services/Infrastructure/Rooms/RoomEnvironmentExperienceAdapter.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeReceiptFactory.cs
PreparedEnvironmentOutcome,struct,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentGameplayOutcomeBridge.cs,2,phase80-implementation-infrastructure,-1,Phase80 구현 인프라(기존 생산자 아님),NonResult,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,N/A,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,infrastructure,new-phase80-infrastructure,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,2,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentGameplayOutcomeBridge.cs:199:EnvironmentGameplayOutcomeBridge.EnvironmentGameplayOutcomeBridge | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentGameplayOutcomeBridge.cs:215:EnvironmentGameplayOutcomeBridge.EnvironmentGameplayOutcomeBridge,0,0,,,N/A: excluded non-result signal/detail,N/A,none-found: receipt/event is not persisted as a GameplayOutcome,,,Assets/Scripts/Services/Character/PopulationHealthRuntime.cs | Assets/Scripts/Services/Character/SpeciesRuntime.cs | Assets/Scripts/Services/Character/Work/WorkTaskExecutor.cs | Assets/Scripts/Services/Economy/CropPlotRuntime.cs | Assets/Scripts/Services/Infrastructure/Rooms/RoomEnvironmentExperienceAdapter.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/CertifiedSeedOutputOutcomeParticipant.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentGameplayOutcomeBridge.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/CertifiedSeedOutputOutcomeParticipant.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentGameplayOutcomeBridge.cs
PreparedEnvironmentPhysicalOutcome,class,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/CertifiedSeedOutputOutcomeParticipant.cs,136,phase80-implementation-infrastructure,-1,Phase80 구현 인프라(기존 생산자 아님),NonResult,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,N/A,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,infrastructure,new-phase80-infrastructure,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,2,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/CertifiedSeedOutputOutcomeParticipant.cs:98:CertifiedSeedOutputOutcomeParticipant.CertifiedSeedOutputOutcomeParticipant | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/CertifiedSeedOutputOutcomeParticipant.cs:114:CertifiedSeedOutputOutcomeParticipant.CertifiedSeedOutputOutcomeParticipant,0,0,,,N/A: excluded non-result signal/detail,N/A,none-found: receipt/event is not persisted as a GameplayOutcome,,,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/CertifiedSeedOutputOutcomeParticipant.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/CertifiedSeedOutputOutcomeParticipant.cs
PreparedEvolutionOutcome,struct,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Evolution/EvolutionOutcomeReceipts.cs,273,phase80-implementation-infrastructure,-1,Phase80 구현 인프라(기존 생산자 아님),NonResult,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,N/A,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,infrastructure,new-phase80-infrastructure,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,4,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Evolution/EvolutionGameplayOutcomeBridge.cs:187:EvolutionGameplayOutcomeBridge.EvolutionGameplayOutcomeBridge | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Evolution/EvolutionGameplayOutcomeBridge.cs:213:EvolutionGameplayOutcomeBridge.EvolutionGameplayOutcomeBridge | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Evolution/EvolutionGameplayOutcomeBridge.cs:254:EvolutionGameplayOutcomeBridge.EvolutionGameplayOutcomeBridge | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Evolution/EvolutionGameplayOutcomeBridge.cs:263:EvolutionGameplayOutcomeBridge.EvolutionGameplayOutcomeBridge,0,0,,,N/A: excluded non-result signal/detail,N/A,none-found: receipt/event is not persisted as a GameplayOutcome,,,Assets/Scripts/Services/Character/Core/CharacterAcquiredTraitSpecialReaction.cs | Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRuntime.cs | Assets/Scripts/Services/Infrastructure/Environment/CharacterApparelRuntime.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Evolution/EvolutionGameplayOutcomeBridge.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Evolution/EvolutionGameplayOutcomeBridge.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Evolution/EvolutionOutcomeReceipts.cs
PreparedExternalFactionOutcome,struct,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ExternalFaction/ExternalFactionOutcomeReceipts.cs,86,phase80-implementation-infrastructure,-1,Phase80 구현 인프라(기존 생산자 아님),NonResult,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,N/A,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,infrastructure,new-phase80-infrastructure,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,2,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ExternalFaction/ExternalFactionGameplayOutcomeBridge.cs:42:ExternalFactionGameplayOutcomeBridge.ExternalFactionGameplayOutcomeBridge | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ExternalFaction/ExternalFactionGameplayOutcomeBridge.cs:53:ExternalFactionGameplayOutcomeBridge.ExternalFactionGameplayOutcomeBridge,0,0,,,N/A: excluded non-result signal/detail,N/A,none-found: receipt/event is not persisted as a GameplayOutcome,,,Assets/Scripts/Services/Offense/OffenseWorldMapRuntime.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ExternalFaction/ExternalFactionGameplayOutcomeBridge.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ExternalFaction/ExternalFactionOutcomeReceipts.cs
PreparedOutputCheckpointGcResult,struct,Assets/Scripts/Models/Production/Core/PreparedOutputCheckpointGcContracts.cs,81,pre-existing-runtime-candidate,1,작업·생산·품질·연구·건설·수리,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"PreparedOutputCheckpointGcResult is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",7,Assets/Scripts/Services/Economy/ProductionPreparedOutputRoutingAuthority.cs:2052:ProductionPreparedOutputRoutingAuthority.GcResult | Assets/Scripts/Services/Infrastructure/Save/PreparedOutputCheckpointGcCoordinator.cs:29:PreparedOutputCheckpointGcCoordinator.OnDurableSaveCommitted | Assets/Scripts/Services/Infrastructure/Save/PreparedOutputCheckpointGcCoordinator.cs:331:PreparedOutputCheckpointGcCoordinator.ValidateTopology | Assets/Scripts/Services/Infrastructure/Save/PreparedOutputCheckpointGcCoordinator.cs:369:PreparedOutputCheckpointGcCoordinator.RollbackPublished | Assets/Scripts/Services/Infrastructure/Save/PreparedOutputCheckpointGcCoordinator.cs:408:PreparedOutputCheckpointGcCoordinator.FinishPrepared | Assets/Scripts/Services/Infrastructure/Save/PreparedOutputCheckpointGcCoordinator.cs:417:PreparedOutputCheckpointGcCoordinator.Result | Assets/Scripts/Services/Items/FacilityOutputExactRouteService.cs:3438:in.GcResult,0,0,,collectedBatchCount,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,,Assets/Scripts/Services/Economy/ProductionPreparedOutputRoutingAuthority.cs | Assets/Scripts/Services/Items/Diagnostics/FacilityOutputExactRouteDebugScenarios.cs | Assets/Scripts/Services/Items/FacilityOutputExactRouteService.cs,
PreparedOutputPickupBoundaryResult,struct,Assets/Scripts/Services/Items/WorldItemWarehouseService.cs,23,pre-existing-runtime-candidate,5,거래·재고·재정·서비스·손님,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"PreparedOutputPickupBoundaryResult is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",3,Assets/Scripts/Services/Items/WorldItemWarehouseService.cs:232:WarehouseItemMutationUndoJournal.ValidatePreparedOutputPickupBoundary | Assets/Scripts/Services/Items/WorldItemWarehouseService.cs:329:WarehouseItemMutationUndoJournal.ValidatePreparedOutputPickupBoundarySnapshot | Assets/Scripts/Services/Items/WorldItemWarehouseService.cs:519:WarehouseItemMutationUndoJournal.FailPreparedOutputPickup,0,0,,,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,FacilityShopSaveSection | OperatingDaySettlementSaveSection | PhysicalItemsSaveSection | RegularCustomerSaveSection | TreasuryEconomySaveSection | WorldResourceSaveSection,,Assets/Scripts/Services/Items/Diagnostics/PreparedOutputHaulPlannerGateDebugScenarios.cs | Assets/Scripts/Services/Items/ItemTransferService.cs | Assets/Scripts/Services/Items/WorldItemWarehouseService.cs,
